taxon_id,scientific_name,rank,source_material_status,wikipedia_status,available_article_urls,botanical_source_urls,record_path
53169,Oxalis pes-caprae,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Oxalis_pes-caprae | https://pt.wikipedia.org/wiki/Oxalis_pes-caprae,,taxa/53169.json
53343,Acacia dealbata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Acacia_dealbata | https://pt.wikipedia.org/wiki/Acacia_dealbata,,taxa/53343.json
545482,Galactites tomentosus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Galactites_tomentosus | https://pt.wikipedia.org/wiki/Galactites_tomentosus,,taxa/545482.json
76365,Cistus salviifolius,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_salviifolius | https://pt.wikipedia.org/wiki/Cistus_salviifolius,,taxa/76365.json
50868,Quercus suber,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Quercus_suber | https://pt.wikipedia.org/wiki/Sobreiro,,taxa/50868.json
76764,Echium plantagineum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Echium_plantagineum | https://pt.wikipedia.org/wiki/Echium_plantagineum,,taxa/76764.json
82689,Arbutus unedo,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Arbutus_unedo | https://pt.wikipedia.org/wiki/Arbutus_unedo,,taxa/82689.json
64017,Arundo donax,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Arundo_donax | https://pt.wikipedia.org/wiki/Cana-do-reino,,taxa/64017.json
129454,Umbilicus rupestris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Wall_Pennywort | https://pt.wikipedia.org/wiki/Umbilicus_rupestris,,taxa/129454.json
82600,Pistacia lentiscus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pistacia_lentiscus | https://pt.wikipedia.org/wiki/Pistacia_lentiscus,,taxa/82600.json
64240,Cortaderia selloana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cortaderia_selloana | https://pt.wikipedia.org/wiki/Cortaderia_selloana,,taxa/64240.json
57140,Olea europaea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Olea_europaea | https://en.wikipedia.org/wiki/Olive | https://pt.wikipedia.org/wiki/Azeitona | https://pt.wikipedia.org/wiki/Oliveira,,taxa/57140.json
49322,Carpobrotus edulis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Carpobrotus_edulis | https://pt.wikipedia.org/wiki/Carpobrotus_edulis,,taxa/49322.json
76362,Cistus ladanifer,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_ladanifer | https://pt.wikipedia.org/wiki/Cistus_ladanifer,,taxa/76362.json
82836,Daphne gnidium,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Daphne_gnidium | https://pt.wikipedia.org/wiki/Daphne_gnidium,,taxa/82836.json
52681,Pteridium aquilinum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pteridium_aquilinum | https://pt.wikipedia.org/wiki/Pteridium_aquilinum,,taxa/52681.json
425378,Glandora prostrata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Glandora_prostrata | https://pt.wikipedia.org/wiki/Lithodora_prostrata,,taxa/425378.json
53983,Digitalis purpurea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Digitalis_purpurea | https://pt.wikipedia.org/wiki/Digitalis_purpurea,,taxa/53983.json
82646,Dittrichia viscosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Dittrichia_viscosa | https://pt.wikipedia.org/wiki/Dittrichia_viscosa,,taxa/82646.json
51147,Crataegus monogyna,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Crataegus_monogyna | https://pt.wikipedia.org/wiki/Crataegus_monogyna,,taxa/51147.json
53344,Acacia melanoxylon,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Acacia_melanoxylon | https://pt.wikipedia.org/wiki/Acacia_melanoxylon,,taxa/53344.json
82723,Pinus pinaster,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pinus_pinaster | https://pt.wikipedia.org/wiki/Pinheiro-bravo,,taxa/82723.json
76610,Daucus carota,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Daucus_carota | https://pt.wikipedia.org/wiki/Daucus_carota,,taxa/76610.json
83085,Anacamptis pyramidalis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Anacamptis_pyramidalis | https://pt.wikipedia.org/wiki/Anacamptis_pyramidalis,,taxa/83085.json
82672,Cistus crispus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_crispus | https://pt.wikipedia.org/wiki/Cistus_crispus,,taxa/82672.json
53398,Eucalyptus globulus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Eucalyptus_globulus | https://pt.wikipedia.org/wiki/Eucalyptus_globulus,,taxa/53398.json
61904,Lavandula stoechas,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lavandula_stoechas | https://pt.wikipedia.org/wiki/Lavandula_stoechas,,taxa/61904.json
71105,Centranthus calcitrapae,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Valeriana_calcitrapae | https://pt.wikipedia.org/wiki/Centranthus_calcitrapae,,taxa/71105.json
333717,Andryala integrifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Andryala_integrifolia | https://pt.wikipedia.org/wiki/Andryala_integrifolia,,taxa/333717.json
53052,Foeniculum vulgare,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Fennel | https://pt.wikipedia.org/wiki/Funcho,,taxa/53052.json
636795,Salvia rosmarinus,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Rosemary | https://pt.wikipedia.org/wiki/Alecrim,,taxa/636795.json
52764,Prunella vulgaris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Prunella_vulgaris | https://pt.wikipedia.org/wiki/Prunella_vulgaris,,taxa/52764.json
78895,Rubus ulmifolius,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rubus_ulmifolius | https://pt.wikipedia.org/wiki/Rubus_ulmifolius,,taxa/78895.json
82903,Smilax aspera,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Smilax_aspera | https://pt.wikipedia.org/wiki/Smilax_aspera,,taxa/82903.json
82856,Rhamnus alaternus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rhamnus_alaternus | https://pt.wikipedia.org/wiki/Rhamnus_alaternus,,taxa/82856.json
63379,Acacia longifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Acacia_longifolia | https://pt.wikipedia.org/wiki/Acacia_longifolia,,taxa/63379.json
119450,Calluna vulgaris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Calluna | https://pt.wikipedia.org/wiki/Calluna_vulgaris,,taxa/119450.json
82904,Ruscus aculeatus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ruscus_aculeatus | https://pt.wikipedia.org/wiki/Ruscus_aculeatus,,taxa/82904.json
76923,Erigeron karvinskianus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Erigeron_karvinskianus | https://pt.wikipedia.org/wiki/Erigeron_karvinskianus,,taxa/76923.json
78159,Myrtus communis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Myrtus_communis | https://pt.wikipedia.org/wiki/Murta_(g%C3%A9nero),,taxa/78159.json
59315,Orchis italica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Orchis_italica,,taxa/59315.json
341977,Coleostephus myconis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Coleostephus_myconis | https://pt.wikipedia.org/wiki/Coleostephus_myconis,,taxa/341977.json
243620,Serapias parviflora,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Serapias_parviflora | https://pt.wikipedia.org/wiki/Serapias_parviflora,,taxa/243620.json
61168,Arum italicum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Arum_italicum | https://pt.wikipedia.org/wiki/Jarro-de-it%C3%A1lia,,taxa/61168.json
83816,Ophrys apifera,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ophrys_apifera | https://pt.wikipedia.org/wiki/Ophrys_apifera,,taxa/83816.json
57157,Briza maxima,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Briza_maxima | https://pt.wikipedia.org/wiki/Briza_maxima,,taxa/57157.json
54404,Papaver rhoeas,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Papaver_rhoeas | https://pt.wikipedia.org/wiki/Papoila,,taxa/54404.json
82666,Viburnum tinus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Viburnum_tinus | https://pt.wikipedia.org/wiki/Viburnum_tinus,,taxa/82666.json
82980,Quercus faginea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Quercus_faginea | https://pt.wikipedia.org/wiki/Carvalho-portugu%C3%AAs,,taxa/82980.json
51286,Bellardia trixago,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Bellardia_trixago,,taxa/51286.json
55411,Raphanus raphanistrum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Raphanus_raphanistrum | https://pt.wikipedia.org/wiki/Raphanus_raphanistrum,,taxa/55411.json
58960,Plantago coronopus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Plantago_coronopus | https://pt.wikipedia.org/wiki/Plantago_coronopus,,taxa/58960.json
81694,Himantoglossum robertianum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Himantoglossum_robertianum,,taxa/81694.json
63621,Pinus pinea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pinus_pinea | https://pt.wikipedia.org/wiki/Pinheiro-manso,,taxa/63621.json
48599,Phytolacca americana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Phytolacca_americana | https://pt.wikipedia.org/wiki/Phytolacca_americana,,taxa/48599.json
47563,Nerium oleander,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Nerium | https://pt.wikipedia.org/wiki/Oleandro,,taxa/47563.json
82946,Quercus rotundifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Quercus_ilex | https://en.wikipedia.org/wiki/Quercus_rotundifolia | https://pt.wikipedia.org/wiki/Azinheira,,taxa/82946.json
77496,Ipomoea indica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ipomoea_indica | https://pt.wikipedia.org/wiki/Ipomoea_indica,,taxa/77496.json
59335,Ophrys tenthredinifera,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ophrys_tenthredinifera,,taxa/59335.json
53324,Vicia sativa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Vicia_sativa | https://pt.wikipedia.org/wiki/Vicia_sativa,,taxa/53324.json
82875,Ophrys speculum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ophrys_speculum | https://pt.wikipedia.org/wiki/Ophrys_speculum,,taxa/82875.json
82602,Crithmum maritimum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Crithmum | https://pt.wikipedia.org/wiki/Crithmum_maritimum,,taxa/82602.json
791928,Lysimachia arvensis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lysimachia_arvensis | https://pt.wikipedia.org/wiki/Anagallis_arvensis,,taxa/791928.json
82623,Vinca difformis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Vinca_difformis | https://pt.wikipedia.org/wiki/Vinca_difformis,,taxa/82623.json
55727,Cymbalaria muralis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cymbalaria_muralis | https://pt.wikipedia.org/wiki/Cymbalaria_muralis,,taxa/55727.json
338357,Arisarum simorrhinum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Arisarum_simorrhinum | https://pt.wikipedia.org/wiki/Arisarum_simorrhinum,,taxa/338357.json
165590,Muscari comosum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Muscari_comosum,,taxa/165590.json
82942,Quercus coccifera,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Quercus_coccifera | https://pt.wikipedia.org/wiki/Quercus_coccifera,,taxa/82942.json
82673,Cistus albidus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_albidus | https://pt.wikipedia.org/wiki/Cistus_albidus,,taxa/82673.json
82644,Cynara humilis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cynara_humilis | https://pt.wikipedia.org/wiki/Cynara_humilis,,taxa/82644.json
118535,Drimia maritima,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Drimia_maritima | https://pt.wikipedia.org/wiki/Drimia_maritima,,taxa/118535.json
77993,Mentha suaveolens,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Mentha_suaveolens | https://pt.wikipedia.org/wiki/Mentha_suaveolens,,taxa/77993.json
56006,Zantedeschia aethiopica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Zantedeschia_aethiopica | https://pt.wikipedia.org/wiki/Zantedeschia_aethiopica,,taxa/56006.json
59260,Calendula arvensis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Calendula_arvensis | https://pt.wikipedia.org/wiki/Calendula_arvensis,,taxa/59260.json
53021,Convolvulus arvensis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Convolvulus_arvensis | https://pt.wikipedia.org/wiki/Convolvulus_arvensis,,taxa/53021.json
79457,Tuberaria guttata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Tuberaria_guttata | https://pt.wikipedia.org/wiki/Tuberaria_guttata,,taxa/79457.json
53212,Silene gallica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Silene_gallica | https://pt.wikipedia.org/wiki/Silene_gallica,,taxa/53212.json
55745,Trifolium repens,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Trifolium_repens | https://pt.wikipedia.org/wiki/Trifolium_repens,,taxa/55745.json
78451,Persicaria capitata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Persicaria_capitata | https://pt.wikipedia.org/wiki/Polygonum_capitatum,,taxa/78451.json
59904,Glebionis coronaria,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Glebionis_coronaria | https://pt.wikipedia.org/wiki/Glebionis_coronaria,,taxa/59904.json
53178,Plantago lanceolata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Plantago_lanceolata | https://pt.wikipedia.org/wiki/Plantago_lanceolata,,taxa/53178.json
50333,Lantana camara,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lantana_camara | https://pt.wikipedia.org/wiki/Lantana_camara,,taxa/50333.json
56024,Arctotheca calendula,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Arctotheca_calendula | https://pt.wikipedia.org/wiki/Arctotheca_calendula,,taxa/56024.json
121763,Castanea sativa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Sweet_chestnut | https://pt.wikipedia.org/wiki/Castanea_sativa,,taxa/121763.json
61481,Viola riviniana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Viola_riviniana | https://pt.wikipedia.org/wiki/Viola_riviniana,,taxa/61481.json
53294,Sonchus oleraceus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Sonchus_oleraceus | https://pt.wikipedia.org/wiki/Sonchus_oleraceus,,taxa/53294.json
57643,Geranium purpureum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Geranium_purpureum | https://pt.wikipedia.org/wiki/Geranium_purpureum,,taxa/57643.json
57092,Erodium moschatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Erodium_moschatum | https://pt.wikipedia.org/wiki/Erodium_moschatum,,taxa/57092.json
52913,Cichorium intybus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Chicory | https://pt.wikipedia.org/wiki/Cichorium_intybus,,taxa/52913.json
56236,Centaurium erythraea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Centaurium_erythraea | https://pt.wikipedia.org/wiki/Centaurium_erythraea,,taxa/56236.json
59339,Ophrys lutea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ophrys_lutea | https://pt.wikipedia.org/wiki/Ophrys_lutea,,taxa/59339.json
55022,Jasione montana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Jasione_montana | https://pt.wikipedia.org/wiki/Jasione_montana,,taxa/55022.json
82936,Moraea sisyrinchium,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Moraea_sisyrinchium,,taxa/82936.json
56739,Ricinus communis,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Ricinus | https://pt.wikipedia.org/wiki/Mamona,,taxa/56739.json
71198,Tolpis barbata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Tolpis_barbata | https://pt.wikipedia.org/wiki/Tolpis_barbata,,taxa/71198.json
707889,Lysimachia monelli,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lysimachia_monelli | https://pt.wikipedia.org/wiki/Anagallis_monelli,,taxa/707889.json
82881,Fraxinus angustifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Fraxinus_angustifolia | https://pt.wikipedia.org/wiki/Fraxinus_angustifolia,,taxa/82881.json
57281,Parietaria judaica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Parietaria_judaica | https://pt.wikipedia.org/wiki/Parietaria_judaica,,taxa/57281.json
79109,Silene latifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Silene_latifolia | https://pt.wikipedia.org/wiki/Silene_latifolia,,taxa/79109.json
1399417,Cistus inflatus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_inflatus,,taxa/1399417.json
54329,Tropaeolum majus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Tropaeolum_majus | https://pt.wikipedia.org/wiki/Tropaeolum_majus,,taxa/54329.json
51594,Pittosporum undulatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pittosporum_undulatum | https://pt.wikipedia.org/wiki/Pittosporum_undulatum,,taxa/51594.json
734833,Petrosedum sediforme,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Petrosedum_sediforme,,taxa/734833.json
78334,Pancratium maritimum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pancratium_maritimum | https://pt.wikipedia.org/wiki/Pancratium_maritimum,,taxa/78334.json
70045,Acanthus mollis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Acanthus_mollis | https://pt.wikipedia.org/wiki/Acanthus_mollis,,taxa/70045.json
51751,Ulex europaeus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ulex_europaeus | https://pt.wikipedia.org/wiki/Ulex_europaeus,,taxa/51751.json
52495,Hedychium gardnerianum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Hedychium_gardnerianum | https://pt.wikipedia.org/wiki/Hedychium_gardnerianum,,taxa/52495.json
79382,Tradescantia fluminensis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Tradescantia_fluminensis | https://pt.wikipedia.org/wiki/Tradescantia_fluminensis,,taxa/79382.json
79009,Scolymus hispanicus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Scolymus_hispanicus | https://pt.wikipedia.org/wiki/Scolymus_hispanicus,,taxa/79009.json
338478,Urtica membranacea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Urtica_membranacea | https://pt.wikipedia.org/wiki/Urtica_membranacea,,taxa/338478.json
132622,Potentilla erecta,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Potentilla_erecta | https://pt.wikipedia.org/wiki/Potentilla_erecta,,taxa/132622.json
82650,Centaurea pullata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Centaurea_pullata | https://pt.wikipedia.org/wiki/Centaurea_pullata,,taxa/82650.json
82865,Ophrys scolopax,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ophrys_scolopax,,taxa/82865.json
501208,Malva multiflora,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Malva_multiflora,,taxa/501208.json
211472,Scilla monophyllos,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Scilla_monophyllos,,taxa/211472.json
162707,Eryngium maritimum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Eryngium_maritimum | https://pt.wikipedia.org/wiki/Eryngium_maritimum,,taxa/162707.json
118551,Erica ciliaris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Erica_ciliaris | https://pt.wikipedia.org/wiki/Erica_ciliaris,,taxa/118551.json
1521906,Convolvulus althaeoides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Convolvulus_althaeoides | https://pt.wikipedia.org/wiki/Convolvulus_althaeoides,,taxa/1521906.json
53076,Geranium molle,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Geranium_molle | https://pt.wikipedia.org/wiki/Geranium_molle,,taxa/53076.json
902550,Marcus-kochia littorea,species,taxonomy_only,taxonomy_only,,,taxa/902550.json
372376,Sixalix atropurpurea,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Scabiosa_atropurpurea | https://pt.wikipedia.org/wiki/Scabiosa_atropurpurea,,taxa/372376.json
210510,Ophrys fusca,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ophrys_fusca | https://pt.wikipedia.org/wiki/Ophrys_fusca,,taxa/210510.json
64103,Agave americana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Agave_americana | https://pt.wikipedia.org/wiki/Agave_americana,,taxa/64103.json
56077,Hypericum perforatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Hypericum_perforatum | https://pt.wikipedia.org/wiki/Erva-de-s%C3%A3o-jo%C3%A3o,,taxa/56077.json
60218,Ficus carica,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Fig | https://pt.wikipedia.org/wiki/Figueira-comum,,taxa/60218.json
69939,Trifolium angustifolium,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Trifolium_angustifolium | https://pt.wikipedia.org/wiki/Trifolium_angustifolium,,taxa/69939.json
75771,Bituminaria bituminosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Bituminaria_bituminosa | https://pt.wikipedia.org/wiki/Bituminaria_bituminosa,,taxa/75771.json
82871,Phillyrea angustifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Phillyrea_angustifolia | https://pt.wikipedia.org/wiki/Phillyrea_angustifolia,,taxa/82871.json
122034,Hydrangea macrophylla,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Hydrangea_macrophylla | https://pt.wikipedia.org/wiki/Hydrangea_macrophylla,,taxa/122034.json
82838,Verbascum sinuatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Verbascum_sinuatum | https://pt.wikipedia.org/wiki/Verbascum_sinuatum,,taxa/82838.json
54759,Laurus nobilis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Laurus_nobilis | https://pt.wikipedia.org/wiki/Loureiro,,taxa/54759.json
167773,Reichardia picroides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Reichardia | https://pt.wikipedia.org/wiki/Reichardia | https://pt.wikipedia.org/wiki/Reichardia_picroides,,taxa/167773.json
52287,Borago officinalis,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Borage | https://pt.wikipedia.org/wiki/Borragem,,taxa/52287.json
57413,Narcissus bulbocodium,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Narcissus_bulbocodium | https://pt.wikipedia.org/wiki/Narcissus_bulbocodium,,taxa/57413.json
82687,Erica umbellata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Erica_umbellata | https://pt.wikipedia.org/wiki/Erica_umbellata,,taxa/82687.json
83004,Lavandula pedunculata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lavandula_pedunculata | https://pt.wikipedia.org/wiki/Lavandula_pedunculata,,taxa/83004.json
774894,Struthiopteris spicant,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Struthiopteris_spicant | https://pt.wikipedia.org/wiki/Blechnum_spicant,,taxa/774894.json
55679,Linum bienne,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Linum_bienne | https://pt.wikipedia.org/wiki/Linum_bienne,,taxa/55679.json
79141,Solanum nigrum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Solanum_nigrum | https://pt.wikipedia.org/wiki/Erva-moura,,taxa/79141.json
774727,Juniperus turbinata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Juniperus_turbinata,,taxa/774727.json
82848,Rubia peregrina,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rubia_peregrina | https://pt.wikipedia.org/wiki/Rubia_peregrina,,taxa/82848.json
183320,Anarrhinum bellidifolium,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Anarrhinum_bellidifolium,,taxa/183320.json
450557,Thapsia villosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Thapsia_villosa | https://pt.wikipedia.org/wiki/Thapsia_villosa,,taxa/450557.json
64119,Opuntia ficus-indica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Opuntia_ficus-indica | https://pt.wikipedia.org/wiki/Opuntia_ficus-indica,,taxa/64119.json
57278,Ailanthus altissima,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ailanthus_altissima | https://pt.wikipedia.org/wiki/%C3%81rvore-do-c%C3%A9u,,taxa/57278.json
82688,Erica arborea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Erica_arborea | https://pt.wikipedia.org/wiki/Urze-molar,,taxa/82688.json
82691,Dioscorea communis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Dioscorea_communis | https://pt.wikipedia.org/wiki/Tamus_communis,,taxa/82691.json
125848,Quercus pyrenaica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Quercus_pyrenaica | https://pt.wikipedia.org/wiki/Quercus_pyrenaica,,taxa/125848.json
208322,Paronychia argentea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Paronychia_argentea | https://pt.wikipedia.org/wiki/Paronychia_argentea,,taxa/208322.json
773660,Salix atrocinerea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Salix_atrocinerea | https://pt.wikipedia.org/wiki/Salix_atrocinerea,,taxa/773660.json
