taxonId,name,rank,status,language,allRawSourceTokens,selectedRawSourceTokens,selectedCleanSourceTokens,evidencePacketTokens,hasSources,draftRequestTextTokens
341993,Tuberaria lignosa,species,taxon_matched_text,en,2522,1315,444,571,True,1361
905463,Thymbra capitata,species,taxon_matched_text,pt,2176,1393,314,500,True,1290
346023,Diplazium caudatum,species,taxon_matched_text,pt,349,349,204,313,True,1103
1180933,Tortella squarrosa,species,taxonomy_only,,0,0,0,44,False,834
189743,Bellis annua,species,taxon_matched_text,en,1446,890,392,563,True,1353
75379,Aloe maculata,species,taxon_matched_text,en,3779,1516,594,759,True,1549
77281,Glebionis segetum,species,taxon_matched_text,en,2105,2105,631,791,True,1581
82841,Misopates calycinum,species,taxon_matched_text,en,1902,565,95,198,True,988
51454,Passiflora caerulea,species,taxon_matched_text,en,4332,3521,995,1238,True,2028
126536,Verbascum pulverulentum,species,taxon_matched_text,en,2817,1526,285,393,True,1183
55748,Veronica arvensis,species,taxon_matched_text,en,2772,1525,501,647,True,1437
76907,Erigeron canadensis,species,taxon_matched_text,en,5874,4544,1000,1204,True,1994
82159,Dactylorhiza maculata,species,taxon_matched_text,en,3594,3151,1043,1253,True,2043
82894,Thymus capitellatus,species,taxon_matched_text,en,2060,810,232,341,True,1131
163992,Hypnum cupressiforme,species,taxon_matched_text,en,1023,1023,336,437,True,1227
48685,Typha latifolia,species,taxon_matched_text,en,5409,4948,1405,1646,True,2436
57197,Polypogon monspeliensis,species,taxon_matched_text,en,1856,497,121,209,True,999
326759,Lithophyllum incrustans,species,taxon_matched_text,en,2269,935,245,382,True,1172
61012,Medicago arabica,species,taxon_matched_text,en,2150,894,237,350,True,1140
61963,Oxalis debilis,species,taxon_matched_text,en,2912,1679,468,647,True,1437
78755,Prunus persica,species,text_needs_scope_review,en,34650,32430,8682,9832,True,10622
337880,Linaria polygalifolia,species,taxon_matched_text,pt,1368,1368,338,490,True,1280
54516,Brassica oleracea,species,taxon_matched_text,en,11664,10082,2393,2751,True,3541
61475,Allium neapolitanum,species,taxon_matched_text,en,2339,1600,260,378,True,1168
154802,Illecebrum verticillatum,species,taxon_matched_text,pt,3217,1365,309,484,True,1274
443220,Salix pedicellata,species,taxon_matched_text,en,1421,1421,513,642,True,1432
55976,Eupatorium cannabinum,species,taxon_matched_text,en,6042,2989,612,750,True,1540
82651,Carthamus caeruleus,species,taxon_matched_text,en,1647,366,87,184,True,974
82864,Plantago serraria,species,taxon_matched_text,en,1557,339,83,178,True,968
165894,Opuntia monacantha,species,taxon_matched_text,en,935,935,346,484,True,1274
52821,Achillea millefolium,species,taxon_matched_text,en,13504,12441,3436,4048,True,4838
55821,Rumex acetosa,species,taxon_matched_text,pt,8708,5081,1767,2128,True,2918
336239,Lobelia urens,species,taxon_matched_text,en,2430,1178,625,790,True,1580
61432,Prunus laurocerasus,species,taxon_matched_text,en,7415,3318,1057,1305,True,2095
49005,Quercus rubra,species,taxon_matched_text,en,10523,9339,3312,3689,True,4479
84298,Aesculus hippocastanum,species,taxon_matched_text,en,7452,6628,1938,2257,True,3047
57354,Schinus molle,species,taxon_matched_text,en,7062,5222,1452,1716,True,2506
57858,Veronica anagallis-aquatica,species,taxon_matched_text,en,2684,1358,514,675,True,1465
129783,Cycas revoluta,species,taxon_matched_text,en,6004,4573,1537,1765,True,2555
59901,Melissa officinalis,species,text_needs_scope_review,en,7163,4061,1513,1827,True,2617
52808,Poa annua,species,taxon_matched_text,en,3740,2490,604,809,True,1599
60973,Leontodon saxatilis,species,taxon_matched_text,en,1406,1406,197,284,True,1074
418587,Ranunculus bullatus,species,taxon_matched_text,en,2387,1212,270,407,True,1197
424497,Thymus camphoratus,species,taxon_matched_text,en,2317,948,475,595,True,1385
127228,Bergenia crassifolia,species,taxon_matched_text,en,2501,2501,1049,1258,True,2048
426018,Cynara algarbiensis,species,taxon_matched_text,en,1595,335,41,133,True,923
327046,Plocamium cartilagineum,species,taxon_matched_text,en,737,737,241,379,True,1169
1556899,Helminthotheca spinosa,species,taxonomy_only,,0,0,0,46,False,836
278242,Psidium cattleyanum,species,taxon_matched_text,en,12111,5366,1846,2165,True,2955
467116,Asphodelus serotinus,species,taxon_matched_text,en,262,262,22,114,True,904
514999,Polygonum maritimum,species,taxon_matched_text,pt,818,818,413,591,True,1381
51737,Solanum lycopersicum,species,text_needs_scope_review,en,33263,26008,6874,7873,True,8663
78820,Ranunculus bulbosus,species,taxon_matched_text,en,3179,1626,579,741,True,1531
82731,Retama sphaerocarpa,species,taxon_matched_text,en,2860,523,40,129,True,919
771656,Stauracanthus genistoides,species,taxon_matched_text,pt,1366,1366,295,482,True,1272
77990,Mentha aquatica,species,taxon_matched_text,en,7408,4279,791,952,True,1742
345097,Roldana petasitis,species,taxon_matched_text,en,3142,1854,409,566,True,1356
1150209,Celtica gigantea,species,taxon_matched_text,en,1197,1197,298,434,True,1224
338650,Salix salviifolia,species,taxon_matched_text,en,599,599,193,341,True,1131
47435,Lotus corniculatus,species,taxon_matched_text,en,5821,4484,1026,1277,True,2067
338352,Allium sphaerocephalon,species,taxon_matched_text,en,2681,2681,693,876,True,1666
514295,Diplotaxis catholica,species,taxon_matched_text,pt,1331,1331,316,484,True,1274
61454,Polygonatum odoratum,species,taxon_matched_text,en,2530,2530,670,859,True,1649
342957,Euphorbia azorica,species,taxon_matched_text,en,862,450,59,158,True,948
354469,Lavandula viridis,species,taxon_matched_text,en,3068,1811,715,861,True,1651
77119,Euphorbia terracina,species,taxon_matched_text,en,2399,1199,326,459,True,1249
48233,Nephrolepis cordifolia,species,taxon_matched_text,en,4914,3198,1076,1237,True,2027
524183,Oloptum miliaceum,species,taxon_matched_text,en,2059,645,100,186,True,976
338065,Senecio gallicus,species,taxon_matched_text,en,4596,3372,1030,1212,True,2002
338090,Anthyllis lotoides,species,text_needs_scope_review,es,1180,1180,624,795,True,1585
84517,Epilobium hirsutum,species,taxon_matched_text,en,3536,2241,492,651,True,1441
424478,Linaria ricardoi,species,taxon_matched_text,en,3611,2162,881,1099,True,1889
75938,Callitriche stagnalis,species,taxon_matched_text,en,3056,1745,948,1152,True,1942
58883,Crassula tillaea,species,taxon_matched_text,en,1881,556,137,225,True,1015
343003,Festuca petraea,species,taxon_matched_text,en,2663,334,37,122,True,912
348231,Sonchus bulbosus,species,taxon_matched_text,en,997,997,210,311,True,1101
516307,Daucus muricatus,species,taxon_matched_text,pt,1261,1261,272,443,True,1233
79521,Washingtonia robusta,species,taxon_matched_text,pt,4454,715,392,541,True,1331
483252,Scrophularia grandiflora,species,taxon_matched_text,en,2087,755,284,396,True,1186
67423,Ulva lactuca,species,taxon_matched_text,en,7070,4148,969,1149,True,1939
338064,Reichardia gaditana,species,taxon_matched_text,pt,1225,1225,240,406,True,1196
62018,Hypericum pulchrum,species,taxon_matched_text,en,2047,896,309,426,True,1216
469472,Malus domestica,species,taxon_matched_text,pt,42642,1262,301,462,True,1252
58812,Cotula coronopifolia,species,taxon_matched_text,en,2827,1574,337,453,True,1243
59264,Lathyrus cicera,species,taxon_matched_text,en,3948,544,216,311,True,1101
211188,Orchis olbiensis,species,taxonomy_only,,0,0,0,40,False,830
53025,Cotula australis,species,taxon_matched_text,en,2473,1270,215,318,True,1108
133036,Lycopus europaeus,species,taxon_matched_text,en,3583,2331,639,776,True,1566
342988,Picconia azorica,species,taxon_matched_text,en,2553,1285,388,516,True,1306
348004,Limonium virgatum,species,taxon_matched_text,en,1598,362,100,200,True,990
699253,Rumex maderensis,species,taxon_matched_text,en,2904,1670,441,588,True,1378
336802,Persea indica,species,taxon_matched_text,en,2018,1096,305,435,True,1225
48178,Galinsoga parviflora,species,taxon_matched_text,en,4579,3144,812,963,True,1753
54491,Corylus avellana,species,taxon_matched_text,en,6481,4942,1720,2032,True,2822
56865,Centaurea calcitrapa,species,taxon_matched_text,en,4238,3265,1062,1293,True,2083
62009,Nymphaea alba,species,taxon_matched_text,en,4923,4564,1098,1308,True,2098
159852,Cardiospermum grandiflorum,species,taxon_matched_text,en,3295,1967,524,684,True,1474
208830,Rhododendron indicum,species,taxon_matched_text,en,881,881,102,211,True,1001
440301,Maytenus umbellata,species,taxon_matched_text,en,1294,787,139,249,True,1039
48225,Eschscholzia californica,species,taxon_matched_text,en,7396,7082,2741,3155,True,3945
467294,Ranunculus ollissiponensis,species,taxon_matched_text,pt,1386,1386,303,460,True,1250
402665,Hypericum linariifolium,species,taxon_matched_text,pt,1210,1210,114,269,True,1059
82948,Scorpiurus vermiculatus,species,taxon_matched_text,pt,1938,1938,771,1036,True,1826
59810,Orobanche crenata,species,taxon_matched_text,en,2134,820,131,218,True,1008
78283,Ornithopus pinnatus,species,taxon_matched_text,en,2026,707,101,208,True,998
51807,Aquilegia vulgaris,species,taxon_matched_text,en,12720,10098,4782,5266,True,6056
58934,Lythrum hyssopifolia,species,taxon_matched_text,en,2194,899,266,381,True,1171
82995,Nepeta tuberosa,species,taxon_matched_text,pt,1241,1241,272,420,True,1210
57254,Pyracantha coccinea,species,taxon_matched_text,en,2531,2184,375,557,True,1347
181588,Echium lusitanicum,species,taxon_matched_text,pt,1285,1285,243,429,True,1219
418789,Silene niceensis,species,taxon_matched_text,pt,1117,1117,249,415,True,1205
181610,Polygala myrtifolia,species,taxon_matched_text,en,2256,960,397,528,True,1318
358135,Iris lutescens,species,taxon_matched_text,en,834,834,172,278,True,1068
341158,Senecio lividus,species,taxon_matched_text,pt,1212,1212,249,428,True,1218
208766,Cyperus alternifolius,species,taxon_matched_text,en,1313,1313,265,364,True,1154
485518,Euphorbia mellifera,species,taxon_matched_text,en,4016,1693,246,376,True,1166
123632,Corallina officinalis,species,taxon_matched_text,en,2765,1171,447,603,True,1393
401979,Galium debile,species,taxon_matched_text,pt,730,730,230,398,True,1188
338378,Sedum arenarium,species,taxon_matched_text,pt,1295,1295,239,405,True,1195
55736,Sanguisorba minor,species,taxon_matched_text,en,5519,4190,1703,2014,True,2804
1613714,Zostera noltii,species,taxon_matched_text,en,4769,3545,1279,1454,True,2244
338107,Genista falcata,species,taxon_matched_text,pt,1287,1287,256,433,True,1223
333940,Onobrychis humilis,species,taxon_matched_text,pt,1295,1295,276,446,True,1236
70260,Myrsine africana,species,taxon_matched_text,en,1671,1320,287,413,True,1203
443714,Silene longicilia,species,taxon_matched_text,en,1987,696,130,226,True,1016
485614,Ranunculus paludosus,species,taxon_matched_text,en,1568,361,113,211,True,1001
162372,Equisetum ramosissimum,species,taxon_matched_text,en,1151,1151,366,497,True,1287
341980,Anchusa calcarea,species,taxon_matched_text,pt,1198,1198,246,421,True,1211
163950,Hyoscyamus albus,species,taxon_matched_text,en,2200,895,344,451,True,1241
331122,Citrus × aurantium,hybrid,text_needs_scope_review,en,9247,8422,1430,1810,True,2600
364009,Deparia petersenii,species,taxon_matched_text,en,891,891,267,384,True,1174
129020,Veronica officinalis,species,taxon_matched_text,en,2106,814,261,397,True,1187
162718,Erythrina crista-galli,species,taxon_matched_text,en,4808,2510,843,1084,True,1874
338062,Cirsium filipendulum,species,taxon_matched_text,pt,1484,1484,388,550,True,1340
54797,Gleditsia triacanthos,species,taxon_matched_text,pt,17817,1458,352,527,True,1317
325916,Elymus farctus,species,taxon_matched_text,pt,2661,1337,336,484,True,1274
55827,Helleborus foetidus,species,taxon_matched_text,en,3839,1662,550,719,True,1509
79487,Verbena bonariensis,species,taxon_matched_text,en,4264,2895,961,1218,True,2008
79325,Teesdalia nudicaulis,species,taxon_matched_text,en,2474,1126,295,405,True,1195
143243,Chamaemelum nobile,species,taxon_matched_text,en,4684,3374,1271,1534,True,2324
82850,Ruta montana,species,taxon_matched_text,pt,1167,1167,269,440,True,1230
319682,Phlomis lychnitis,species,taxon_matched_text,pt,1251,1251,259,439,True,1229
1184685,Viola sequeirae,species,taxonomy_only,,0,0,0,44,False,834
338396,Malva tournefortiana,species,taxon_matched_text,en,1909,652,60,146,True,936
82873,Plantago afra,species,taxon_matched_text,en,1855,528,121,216,True,1006
126585,Hibiscus syriacus,species,taxon_matched_text,en,5395,4853,1526,1781,True,2571
162822,Euphorbia exigua,species,taxon_matched_text,en,1928,503,49,136,True,926
492418,Anemonoides trifolia,species,taxon_matched_text,en,1151,1151,420,569,True,1359
76473,Crepis bursifolia,species,taxon_matched_text,en,848,848,136,231,True,1021
181543,Pelargonium × hybridum,hybrid,text_needs_scope_review,en,2475,2475,1768,2005,True,2795
78465,Petroselinum crispum,species,text_needs_scope_review,en,9773,6980,2045,2453,True,3243
82730,Ononis spinosa,species,taxon_matched_text,en,2539,1219,503,636,True,1426
338399,Polygala microphylla,species,taxon_matched_text,pt,1388,1388,444,636,True,1426
76746,Dysphania ambrosioides,species,taxon_matched_text,en,7540,3942,1158,1418,True,2208
342964,Tolpis azorica,species,taxon_matched_text,pt,413,413,171,274,True,1064
52998,Conium maculatum,species,taxon_matched_text,en,22561,15604,4088,4742,True,5532
60176,Atriplex prostrata,species,taxon_matched_text,en,3399,2179,201,311,True,1101
130197,Ulva intestinalis,species,taxon_matched_text,en,3238,1389,473,613,True,1403
58316,Salix babylonica,species,taxon_matched_text,en,5723,3862,1758,2114,True,2904
76033,Carex divulsa,species,taxon_matched_text,en,969,969,176,268,True,1058
1010195,Sonchus latifolius,species,taxonomy_only,,0,0,0,46,False,836
54227,Fagus sylvatica,species,taxon_matched_text,en,13868,12282,3432,3946,True,4736
82628,Staehelina dubia,species,taxon_matched_text,pt,1237,1237,239,411,True,1201
126507,Ficus elastica,species,taxon_matched_text,en,5391,3675,1218,1443,True,2233
77950,Malva arborea,species,taxon_matched_text,en,3182,3182,969,1183,True,1973
77480,Hypericum androsaemum,species,taxon_matched_text,en,11706,9833,4172,4728,True,5518
401772,Eucalyptus nitens,species,taxon_matched_text,en,3267,3267,1362,1535,True,2325
518424,Kalanchoe × houghtonii,hybrid,taxon_matched_text,en,1112,1112,210,311,True,1101
78284,Ornithopus sativus,species,taxon_matched_text,en,2543,1139,210,310,True,1100
82400,Palhinhaea cernua,species,taxon_matched_text,en,1789,1789,573,767,True,1557
709635,Iris × germanica,hybrid,taxon_matched_text,en,6370,4798,1424,1778,True,2568
914922,Reynoutria japonica,species,taxon_matched_text,en,17273,13440,4548,5183,True,5973
52702,Bromus diandrus,species,taxon_matched_text,en,2509,1323,649,771,True,1561
123498,Tortula muralis,species,taxon_matched_text,en,2515,2515,1043,1248,True,2038
341975,Pimpinella villosa,species,taxon_matched_text,pt,1152,1152,260,432,True,1222
125789,Spiraea cantoniensis,species,taxon_matched_text,en,1626,1626,505,623,True,1413
75291,Aegilops geniculata,species,taxon_matched_text,en,1739,464,51,150,True,940
75865,Brachypodium sylvaticum,species,taxon_matched_text,en,3390,2047,789,980,True,1770
342092,Semele androgyna,species,taxon_matched_text,pt,617,617,402,560,True,1350
492929,Ononis pubescens,species,taxon_matched_text,pt,1237,1237,237,388,True,1178
1197779,Cistus ocymoides,species,taxon_matched_text,en,948,948,135,233,True,1023
485760,Centaurium maritimum,species,taxon_matched_text,pt,832,832,379,538,True,1328
60987,Lepidium didymum,species,taxon_matched_text,en,3234,1551,402,541,True,1331
167116,Podranea ricasoliana,species,taxon_matched_text,en,3001,1568,566,734,True,1524
322492,Chlorophytum comosum,species,taxon_matched_text,en,9870,5075,2042,2381,True,3171
338467,Euphorbia portlandica,species,taxon_matched_text,pt,1171,1171,95,226,True,1016
1154346,Lotus rectus,species,taxonomy_only,,0,0,0,40,False,830
55981,Lapsana communis,species,taxon_matched_text,en,3886,2615,699,841,True,1631
467311,Plantago arborescens,species,taxon_matched_text,pt,1313,1313,289,440,True,1230
54518,Lemna minor,species,taxon_matched_text,en,7768,5943,1970,2241,True,3031
129582,Phytolacca dioica,species,taxon_matched_text,en,3502,968,396,502,True,1292
167999,Rostraria cristata,species,taxon_matched_text,en,1712,425,32,119,True,909
286772,Tecomaria capensis,species,taxon_matched_text,en,2199,2199,674,868,True,1658
334743,Lathyrus annuus,species,taxon_matched_text,en,1794,528,133,230,True,1020
360164,Clinopodium menthifolium,species,taxon_matched_text,en,2096,2096,1003,1208,True,1998
142247,Silene acutifolia,species,taxon_matched_text,en,1964,796,183,295,True,1085
162895,Euryops chrysanthemoides,species,taxon_matched_text,en,812,812,210,329,True,1119
137093,Pteris incompleta,species,taxonomy_only,,0,0,0,41,False,831
771692,Carduus lusitanicus,species,taxon_matched_text,pt,1032,1032,486,658,True,1448
47553,Taxus baccata,species,taxon_matched_text,en,21900,20362,5752,6616,True,7406
976085,Rubia occidens,species,taxonomy_only,,0,0,0,41,False,831
123776,Homalothecium sericeum,species,taxon_matched_text,en,205,205,30,131,True,921
57920,Xanthium strumarium,species,taxon_matched_text,en,3776,2345,479,599,True,1389
58722,Pinus sylvestris,species,taxon_matched_text,en,13432,9781,3370,3835,True,4625
371528,Platanthera pollostantha,species,taxonomy_only,,0,0,0,45,False,835
861386,Sonchus pinnatus,species,taxon_matched_text,pt,542,542,341,489,True,1279
60132,Cirsium arvense,species,taxon_matched_text,en,10208,9120,2735,3141,True,3931
160257,Cedronella canariensis,species,taxon_matched_text,pt,4366,2792,924,1203,True,1993
64232,Carthamus lanatus,species,taxon_matched_text,en,2473,1177,577,715,True,1505
53108,Lactuca virosa,species,taxon_matched_text,en,2871,2434,696,881,True,1671
61977,Orobanche hederae,species,taxon_matched_text,en,6460,5202,1689,1926,True,2716
78358,Passiflora tarminiana,species,taxon_matched_text,en,4954,4954,2137,2494,True,3284
182174,Sibthorpia europaea,species,taxon_matched_text,en,2345,1046,394,523,True,1313
55798,Tulipa sylvestris,species,taxon_matched_text,en,4326,3026,357,531,True,1321
341987,Dianthus broteri,species,taxon_matched_text,en,2059,866,103,188,True,978
64238,Tribulus terrestris,species,taxon_matched_text,en,14770,5415,2365,2744,True,3534
162972,Ficus pumila,species,taxon_matched_text,en,3527,2318,674,826,True,1616
337881,Scrophularia frutescens,species,taxon_matched_text,pt,1394,1394,328,487,True,1277
342994,Leontodon rigens,species,taxon_matched_text,en,1776,516,54,140,True,930
79434,Trifolium vessiculosum,species,text_needs_scope_review,en,1000,1000,176,274,True,1064
129442,Asplenium marinum,species,taxon_matched_text,en,1817,1225,302,407,True,1197
60298,Cenchrus clandestinus,species,taxon_matched_text,en,3233,1890,804,979,True,1769
334577,Cyperus capitatus,species,taxon_matched_text,en,2023,767,278,394,True,1184
67555,Codium fragile,species,taxon_matched_text,en,3245,2573,920,1172,True,1962
157960,Achyranthes aspera,species,taxon_matched_text,en,2164,1619,793,940,True,1730
342154,Culcita macrocarpa,species,taxon_matched_text,en,4926,1642,784,1004,True,1794
492104,Geropogon hybridus,species,taxon_matched_text,es,3289,2255,1092,1297,True,2087
341039,Iris albicans,species,text_needs_scope_review,en,11044,11044,3911,4692,True,5482
53103,Hypochaeris glabra,species,taxon_matched_text,en,4372,1495,236,331,True,1121
76237,Chamaecyparis lawsoniana,species,taxon_matched_text,en,9134,7262,2197,2477,True,3267
492864,Hedypnois rhagadioloides,species,taxon_matched_text,en,1577,1577,218,320,True,1110
341114,Ornithogalum broteroi,species,taxon_matched_text,en,5134,4064,996,1228,True,2018
76584,Cyperus esculentus,species,taxon_matched_text,en,13411,10156,3427,3809,True,4599
323010,Saxifraga spathularis,species,taxon_matched_text,en,1676,396,122,215,True,1005
129098,Pedicularis sylvatica,species,taxon_matched_text,en,2471,1158,484,610,True,1400
338408,Pyrus cordata,species,taxon_matched_text,en,5670,2785,1012,1213,True,2003
56843,Scandix pecten-veneris,species,taxon_matched_text,en,3945,2483,1716,1906,True,2696
58392,Typha domingensis,species,taxon_matched_text,en,5642,2705,559,714,True,1504
60364,Rhododendron ponticum,species,taxon_matched_text,en,6842,5002,1651,1906,True,2696
75931,Calendula officinalis,species,taxon_matched_text,en,5471,4312,1306,1607,True,2397
181509,Linaria supina,species,taxon_matched_text,pt,1327,1327,339,496,True,1286
349786,Euonymus japonicus,species,taxon_matched_text,en,1751,1751,548,693,True,1483
55620,Solanum dulcamara,species,taxon_matched_text,en,5403,4699,1309,1569,True,2359
281273,Gomphocarpus physocarpus,species,taxon_matched_text,en,3059,2499,754,958,True,1748
492060,Cichorium pumilum,species,taxon_matched_text,en,517,517,57,143,True,933
771654,Stauracanthus boivinii,species,taxon_matched_text,en,2466,1134,39,134,True,924
60107,Drosanthemum floribundum,species,taxon_matched_text,en,1838,536,153,244,True,1034
75457,Anredera cordifolia,species,taxon_matched_text,en,6584,4692,1763,2109,True,2899
57107,Juncus bufonius,species,taxon_matched_text,en,2611,1319,298,447,True,1237
58371,Cynodon dactylon,species,taxon_matched_text,en,7388,5889,1490,1844,True,2634
75253,Acacia pycnantha,species,taxon_matched_text,en,11250,10471,3398,3786,True,4576
133397,Buxus sempervirens,species,taxon_matched_text,en,6410,5078,1870,2229,True,3019
331124,Citrus × limon,hybrid,text_needs_scope_review,en,17163,11213,2620,3145,True,3935
769616,Cynoglossum clandestinum,species,taxon_matched_text,pt,1273,1273,256,441,True,1231
985185,Phyllosiphon arisari,species,taxonomy_only,,0,0,0,47,False,837
57215,Rumex conglomeratus,species,taxon_matched_text,en,1531,287,59,141,True,931
467475,Teucrium vincentinum,species,taxon_matched_text,en,1709,392,86,175,True,965
491306,Ophrys omegaifera,species,taxon_matched_text,en,758,758,268,369,True,1159
75417,Ammi majus,species,taxon_matched_text,en,5320,4087,984,1207,True,1997
77840,Ludwigia grandiflora,species,taxon_matched_text,en,2569,2569,333,458,True,1248
181908,Hypericum grandifolium,species,taxon_matched_text,en,7666,7186,2926,3232,True,4022
48256,Pseudotsuga menziesii,species,taxon_matched_text,pt,11731,948,381,554,True,1344
61024,Trifolium tomentosum,species,taxon_matched_text,en,2003,397,120,221,True,1011
77239,Genista maderensis,species,taxonomy_only,,0,0,0,39,False,829
158112,Ageratina riparia,species,taxon_matched_text,en,8670,7434,2170,2429,True,3219
62831,Persea americana,species,taxon_matched_text,pt,27543,2743,1860,2095,True,2885
337957,Prasium majus,species,taxon_matched_text,pt,2753,1197,243,410,True,1200
508221,Callianthe megapotamica,species,text_needs_scope_review,en,3768,442,195,312,True,1102
135361,Crinum moorei,species,taxon_matched_text,en,2906,1224,232,368,True,1158
164272,Juncus maritimus,species,taxon_matched_text,en,532,532,125,221,True,1011
338359,Ornithogalum concinnum,species,taxon_matched_text,pt,1558,1558,462,582,True,1372
341116,Andryala arenaria,species,taxon_matched_text,pt,1318,1318,320,470,True,1260
76661,Dimorphotheca fruticosa,species,taxon_matched_text,en,802,802,71,173,True,963
158777,Asplenium adiantum-nigrum,species,taxon_matched_text,en,2045,2045,462,600,True,1390
53266,Sisymbrium officinale,species,taxon_matched_text,en,3450,1892,597,763,True,1553
77977,Melaleuca viminalis,species,taxon_matched_text,en,8258,4631,1434,1643,True,2433
60201,Trifolium subterraneum,species,taxon_matched_text,en,3195,1845,780,981,True,1771
77633,Lathyrus angulatus,species,taxon_matched_text,en,1682,422,144,261,True,1051
163638,Helichrysum foetidum,species,taxon_matched_text,pt,1386,1386,286,458,True,1248
342009,Thymus carnosus,species,taxon_matched_text,en,2036,720,119,216,True,1006
1501890,Dryopteris affinis,species,taxon_matched_text,en,1399,1399,428,561,True,1351
334756,Vicia parviflora,species,taxon_matched_text,en,1635,349,111,208,True,998
68286,Polytrichum juniperinum,species,taxon_matched_text,en,1726,1726,626,766,True,1556
467566,Micromeria graeca,species,taxon_matched_text,en,1618,335,84,179,True,969
75968,Calystegia silvatica,species,taxon_matched_text,en,2737,1329,592,743,True,1533
338749,Orobanche rapum-genistae,species,taxon_matched_text,en,2823,1432,438,560,True,1350
79210,Stenotaphrum secundatum,species,taxon_matched_text,pt,3793,1355,297,469,True,1259
127412,Leycesteria formosa,species,taxon_matched_text,en,14428,13666,4546,4890,True,5680
77624,Lantana montevidensis,species,taxon_matched_text,en,2202,2202,962,1166,True,1956
714939,Freesia leichtlinii,species,taxon_matched_text,en,788,788,370,491,True,1281
71134,Lavandula dentata,species,taxon_matched_text,en,1121,1121,256,359,True,1149
363595,Senecio angulatus,species,taxon_matched_text,en,8734,7506,2303,2680,True,3470
133994,Juniperus oxycedrus,species,taxon_matched_text,en,4915,3460,939,1081,True,1871
159951,Carex flacca,species,taxon_matched_text,en,1954,745,352,454,True,1244
559450,Epipactis lusitanica,species,text_needs_scope_review,en,19179,17817,7276,8003,True,8793
82725,Ulex densus,species,taxon_matched_text,en,1743,772,270,383,True,1173
493110,Lupinus gussoneanus,species,taxonomy_only,,0,0,0,43,False,833
78834,Ranunculus trilobus,species,taxon_matched_text,en,1607,360,94,192,True,982
439699,Linaria algarviana,species,taxon_matched_text,en,3356,2233,733,959,True,1749
47372,Sequoia sempervirens,species,taxon_matched_text,en,40616,22379,8413,9274,True,10064
52344,Ipomoea purpurea,species,taxon_matched_text,en,5201,1821,490,658,True,1448
53313,Trifolium dubium,species,taxon_matched_text,en,2352,1004,186,305,True,1095
54841,Salix alba,species,taxon_matched_text,en,5562,4058,1597,1833,True,2623
58202,Malva parviflora,species,taxon_matched_text,en,5273,3941,1083,1307,True,2097
62888,Casuarina equisetifolia,species,taxon_matched_text,en,10904,7076,1758,2017,True,2807
160623,Cirsium palustre,species,taxon_matched_text,en,3067,1819,416,544,True,1334
320641,Sedum mucizonia,species,taxon_matched_text,pt,1250,1250,267,434,True,1224
785917,Lithophyllum byssoides,species,taxon_matched_text,pt,1020,1020,612,762,True,1552
57662,Euphorbia amygdaloides,species,taxon_matched_text,en,1741,724,246,368,True,1158
79000,Schoenus nigricans,species,taxon_matched_text,en,1974,721,157,264,True,1054
52990,Carduus pycnocephalus,species,taxon_matched_text,en,3254,1936,811,1018,True,1808
63951,Pyrus communis,species,taxon_matched_text,en,2916,2627,696,904,True,1694
75604,Asparagus setaceus,species,taxon_matched_text,en,2424,2424,502,682,True,1472
82849,Ruta angustifolia,species,taxon_matched_text,en,1744,572,74,177,True,967
765426,Citrus deliciosa,species,text_needs_scope_review,en,1601,1601,385,536,True,1326
334903,Luzula forsteri,species,taxon_matched_text,en,2224,390,73,169,True,959
82918,Lavandula multifida,species,taxon_matched_text,en,2267,1069,183,289,True,1079
338415,Viola lactea,species,taxon_matched_text,en,2894,1727,435,579,True,1369
367951,Rhaphiolepis umbellata,species,taxon_matched_text,en,2965,1227,316,446,True,1236
372549,Ulva rigida,species,taxon_matched_text,en,547,547,24,106,True,896
71174,Ajuga iva,species,taxon_matched_text,en,961,677,82,162,True,952
47443,Albizia julibrissin,species,taxon_matched_text,en,4350,3541,1689,1951,True,2741
931428,Arthrocaulon macrostachyum,species,taxon_matched_text,en,2098,2098,686,842,True,1632
568745,Chondria coerulescens,species,taxonomy_only,,0,0,0,45,False,835
444329,Teucrium betonicum,species,taxon_matched_text,pt,1192,1192,126,255,True,1045
1095846,Bidens alba,species,taxon_matched_text,en,1464,1464,786,948,True,1738
61006,Lathyrus hirsutus,species,taxon_matched_text,en,2142,876,179,287,True,1077
71065,Alisma lanceolatum,species,taxon_matched_text,en,3354,1959,368,537,True,1327
792228,Lysimachia tenella,species,taxon_matched_text,en,1011,1011,216,354,True,1144
83468,Diospyros kaki,species,taxon_matched_text,en,7614,6328,2769,3197,True,3987
165209,Medicago littoralis,species,taxon_matched_text,en,3119,1853,263,389,True,1179
54605,Marrubium vulgare,species,taxon_matched_text,en,5628,3038,881,1114,True,1904
1062612,Leontodon longirostris,species,taxon_matched_text,es,2422,2422,1481,1660,True,2450
57922,Centaurea melitensis,species,taxon_matched_text,en,1966,642,149,250,True,1040
78249,Oenothera stricta,species,taxon_matched_text,en,3074,1376,384,495,True,1285
126882,Aloe vera,species,taxon_matched_text,en,22020,9485,2302,2753,True,3543
179304,Tulbaghia violacea,species,taxon_matched_text,en,2546,2546,669,872,True,1662
