taxonId,name,rank,status,language,allRawSourceTokens,selectedRawSourceTokens,selectedCleanSourceTokens,evidencePacketTokens,hasSources,draftRequestTextTokens
53169,Oxalis pes-caprae,species,taxon_matched_text,en,8527,4616,1412,1690,True,2480
53343,Acacia dealbata,species,taxon_matched_text,en,7762,7081,1414,1662,True,2452
545482,Galactites tomentosus,species,taxon_matched_text,en,2627,1338,363,522,True,1312
76365,Cistus salviifolius,species,taxon_matched_text,en,4355,3011,1106,1332,True,2122
50868,Quercus suber,species,taxon_matched_text,en,13188,10217,4749,5325,True,6115
76764,Echium plantagineum,species,taxon_matched_text,en,2651,2209,680,870,True,1660
82689,Arbutus unedo,species,taxon_matched_text,en,21808,11934,3331,3946,True,4736
64017,Arundo donax,species,taxon_matched_text,en,23119,10272,4296,4805,True,5595
129454,Umbilicus rupestris,species,taxon_matched_text,pt,4392,3152,1567,1870,True,2660
82600,Pistacia lentiscus,species,taxon_matched_text,en,7849,4145,1713,1990,True,2780
64240,Cortaderia selloana,species,taxon_matched_text,en,5959,3745,767,971,True,1761
57140,Olea europaea,species,taxon_matched_text,en,39867,2040,326,453,True,1243
49322,Carpobrotus edulis,species,taxon_matched_text,en,8862,5836,1889,2221,True,3011
76362,Cistus ladanifer,species,taxon_matched_text,en,4077,2582,718,917,True,1707
82836,Daphne gnidium,species,taxon_matched_text,en,2402,1207,449,574,True,1364
52681,Pteridium aquilinum,species,taxon_matched_text,en,9347,6535,2031,2390,True,3180
425378,Glandora prostrata,species,taxon_matched_text,en,2009,639,119,227,True,1017
53983,Digitalis purpurea,species,taxon_matched_text,en,11491,7777,2477,2897,True,3687
82646,Dittrichia viscosa,species,taxon_matched_text,en,3766,2283,598,764,True,1554
51147,Crataegus monogyna,species,taxon_matched_text,en,8157,6062,1941,2343,True,3133
53344,Acacia melanoxylon,species,taxon_matched_text,en,4602,3929,1428,1672,True,2462
82723,Pinus pinaster,species,taxon_matched_text,en,9419,7410,3338,3687,True,4477
76610,Daucus carota,species,taxon_matched_text,en,10430,9839,2812,3123,True,3913
83085,Anacamptis pyramidalis,species,taxon_matched_text,en,5559,3103,1024,1248,True,2038
82672,Cistus crispus,species,taxon_matched_text,en,2970,1739,401,546,True,1336
53398,Eucalyptus globulus,species,taxon_matched_text,en,10416,6571,2025,2327,True,3117
61904,Lavandula stoechas,species,taxon_matched_text,en,2716,2010,694,877,True,1667
71105,Centranthus calcitrapae,species,taxon_matched_text,pt,2243,1370,334,484,True,1274
333717,Andryala integrifolia,species,taxon_matched_text,en,1914,633,28,115,True,905
53052,Foeniculum vulgare,species,text_needs_scope_review,en,12812,9565,3259,3789,True,4579
636795,Salvia rosmarinus,species,text_needs_scope_review,en,14171,9682,2209,2584,True,3374
52764,Prunella vulgaris,species,taxon_matched_text,en,9141,4278,993,1247,True,2037
78895,Rubus ulmifolius,species,taxon_matched_text,en,3792,2188,387,558,True,1348
82903,Smilax aspera,species,taxon_matched_text,en,3587,1687,364,479,True,1269
82856,Rhamnus alaternus,species,taxon_matched_text,en,4823,1623,508,666,True,1456
63379,Acacia longifolia,species,taxon_matched_text,en,8213,4230,1395,1624,True,2414
119450,Calluna vulgaris,species,taxon_matched_text,pt,8078,2334,892,1181,True,1971
82904,Ruscus aculeatus,species,taxon_matched_text,en,7355,3800,969,1210,True,2000
76923,Erigeron karvinskianus,species,taxon_matched_text,en,3665,2313,437,589,True,1379
78159,Myrtus communis,species,taxon_matched_text,en,4774,2195,311,480,True,1270
59315,Orchis italica,species,taxon_matched_text,en,1310,1310,213,306,True,1096
341977,Coleostephus myconis,species,taxon_matched_text,en,2099,724,210,321,True,1111
243620,Serapias parviflora,species,taxon_matched_text,en,1818,1194,470,613,True,1403
61168,Arum italicum,species,taxon_matched_text,en,7862,7423,921,1128,True,1918
83816,Ophrys apifera,species,taxon_matched_text,en,8455,6114,2377,2788,True,3578
57157,Briza maxima,species,taxon_matched_text,en,1866,613,149,250,True,1040
54404,Papaver rhoeas,species,taxon_matched_text,en,13827,12663,5753,6442,True,7232
82666,Viburnum tinus,species,taxon_matched_text,en,4872,2567,770,939,True,1729
82980,Quercus faginea,species,taxon_matched_text,en,4684,2203,725,872,True,1662
51286,Bellardia trixago,species,taxon_matched_text,en,2973,2973,757,914,True,1704
55411,Raphanus raphanistrum,species,taxon_matched_text,en,6049,4397,1439,1690,True,2480
58960,Plantago coronopus,species,taxon_matched_text,en,1424,868,241,346,True,1136
81694,Himantoglossum robertianum,species,taxon_matched_text,en,1327,1327,244,359,True,1149
63621,Pinus pinea,species,taxon_matched_text,en,5916,5264,2084,2442,True,3232
48599,Phytolacca americana,species,taxon_matched_text,en,16925,11917,4013,4680,True,5470
47563,Nerium oleander,species,text_needs_scope_review,en,16556,15391,5562,6286,True,7076
82946,Quercus rotundifolia,species,taxon_matched_text,en,9813,3455,1154,1408,True,2198
77496,Ipomoea indica,species,taxon_matched_text,en,6130,4602,1863,2200,True,2990
59335,Ophrys tenthredinifera,species,taxon_matched_text,en,928,928,78,178,True,968
53324,Vicia sativa,species,taxon_matched_text,en,6288,5004,1846,2156,True,2946
82875,Ophrys speculum,species,taxon_matched_text,en,4096,1231,573,718,True,1508
82602,Crithmum maritimum,species,taxon_matched_text,pt,2605,435,245,404,True,1194
791928,Lysimachia arvensis,species,taxon_matched_text,en,6493,5115,1711,1971,True,2761
82623,Vinca difformis,species,taxon_matched_text,en,3819,316,105,210,True,1000
55727,Cymbalaria muralis,species,taxon_matched_text,en,13288,11820,3706,4202,True,4992
338357,Arisarum simorrhinum,species,taxon_matched_text,en,2922,1570,711,853,True,1643
165590,Muscari comosum,species,taxon_matched_text,en,1898,1898,497,627,True,1417
82942,Quercus coccifera,species,taxon_matched_text,en,4586,3173,550,701,True,1491
82673,Cistus albidus,species,taxon_matched_text,en,3229,1908,456,606,True,1396
82644,Cynara humilis,species,taxon_matched_text,en,1661,486,87,183,True,973
118535,Drimia maritima,species,taxon_matched_text,en,6575,3480,1073,1258,True,2048
77993,Mentha suaveolens,species,taxon_matched_text,en,4783,1679,697,877,True,1667
56006,Zantedeschia aethiopica,species,taxon_matched_text,en,4902,2872,1083,1290,True,2080
59260,Calendula arvensis,species,taxon_matched_text,en,7102,1654,235,349,True,1139
53021,Convolvulus arvensis,species,taxon_matched_text,en,8255,6914,2424,2754,True,3544
79457,Tuberaria guttata,species,taxon_matched_text,en,4151,2065,618,785,True,1575
53212,Silene gallica,species,taxon_matched_text,en,2215,1025,458,572,True,1362
55745,Trifolium repens,species,taxon_matched_text,en,12644,11311,1833,2127,True,2917
78451,Persicaria capitata,species,taxon_matched_text,en,2434,1145,260,374,True,1164
59904,Glebionis coronaria,species,taxon_matched_text,en,7891,3075,955,1167,True,1957
53178,Plantago lanceolata,species,taxon_matched_text,en,6593,5375,1732,2013,True,2803
50333,Lantana camara,species,taxon_matched_text,en,11800,10801,3604,4156,True,4946
56024,Arctotheca calendula,species,taxon_matched_text,en,3752,2443,727,892,True,1682
121763,Castanea sativa,species,taxon_matched_text,pt,13429,1238,864,1056,True,1846
61481,Viola riviniana,species,taxon_matched_text,en,2340,1101,363,517,True,1307
53294,Sonchus oleraceus,species,taxon_matched_text,en,4536,3785,1135,1376,True,2166
57643,Geranium purpureum,species,taxon_matched_text,en,5012,4031,928,1118,True,1908
57092,Erodium moschatum,species,taxon_matched_text,en,3319,1589,767,938,True,1728
52913,Cichorium intybus,species,taxon_matched_text,pt,14314,1864,864,1050,True,1840
56236,Centaurium erythraea,species,taxon_matched_text,en,4703,2823,753,902,True,1692
59339,Ophrys lutea,species,taxon_matched_text,en,3001,1120,341,498,True,1288
55022,Jasione montana,species,taxon_matched_text,en,2899,1401,478,621,True,1411
82936,Moraea sisyrinchium,species,taxon_matched_text,en,417,417,40,130,True,920
56739,Ricinus communis,species,text_needs_scope_review,en,13621,11674,4373,4978,True,5768
71198,Tolpis barbata,species,taxon_matched_text,en,3080,521,81,162,True,952
707889,Lysimachia monelli,species,taxon_matched_text,en,1723,1400,372,483,True,1273
82881,Fraxinus angustifolia,species,taxon_matched_text,en,3532,2215,761,935,True,1725
57281,Parietaria judaica,species,taxon_matched_text,en,7170,5850,2163,2541,True,3331
79109,Silene latifolia,species,taxon_matched_text,en,4456,3232,1044,1278,True,2068
1399417,Cistus inflatus,species,taxon_matched_text,en,3002,3002,759,926,True,1716
54329,Tropaeolum majus,species,taxon_matched_text,en,9120,3598,1220,1523,True,2313
51594,Pittosporum undulatum,species,taxon_matched_text,en,4469,2568,758,969,True,1759
734833,Petrosedum sediforme,species,taxon_matched_text,en,2219,2219,810,969,True,1759
78334,Pancratium maritimum,species,taxon_matched_text,en,4104,2758,1075,1267,True,2057
70045,Acanthus mollis,species,taxon_matched_text,en,3424,2837,758,915,True,1705
51751,Ulex europaeus,species,taxon_matched_text,en,4866,2702,793,1006,True,1796
52495,Hedychium gardnerianum,species,taxon_matched_text,en,3263,1869,699,860,True,1650
79382,Tradescantia fluminensis,species,taxon_matched_text,en,5172,3851,1418,1731,True,2521
79009,Scolymus hispanicus,species,taxon_matched_text,en,6168,903,285,413,True,1203
338478,Urtica membranacea,species,taxon_matched_text,en,1707,395,118,217,True,1007
132622,Potentilla erecta,species,taxon_matched_text,en,3221,1965,677,861,True,1651
82650,Centaurea pullata,species,taxon_matched_text,en,1542,288,22,111,True,901
82865,Ophrys scolopax,species,taxon_matched_text,en,1683,1683,793,921,True,1711
501208,Malva multiflora,species,taxon_matched_text,en,1833,1833,209,315,True,1105
211472,Scilla monophyllos,species,taxon_matched_text,en,686,686,124,221,True,1011
162707,Eryngium maritimum,species,taxon_matched_text,en,8059,5149,1916,2297,True,3087
118551,Erica ciliaris,species,taxon_matched_text,en,2053,836,253,380,True,1170
1521906,Convolvulus althaeoides,species,taxon_matched_text,en,1828,467,110,204,True,994
53076,Geranium molle,species,taxon_matched_text,en,4178,2948,1669,1862,True,2652
902550,Marcus-kochia littorea,species,taxonomy_only,,0,0,0,38,False,828
372376,Sixalix atropurpurea,species,text_needs_scope_review,en,2691,2167,297,436,True,1226
210510,Ophrys fusca,species,taxon_matched_text,en,6555,5216,369,508,True,1298
64103,Agave americana,species,taxon_matched_text,en,6900,6128,1628,1892,True,2682
56077,Hypericum perforatum,species,taxon_matched_text,en,22140,18775,7250,8037,True,8827
60218,Ficus carica,species,text_needs_scope_review,en,21194,15802,5009,5639,True,6429
69939,Trifolium angustifolium,species,taxon_matched_text,en,1874,766,277,423,True,1213
75771,Bituminaria bituminosa,species,taxon_matched_text,en,3430,1481,422,549,True,1339
82871,Phillyrea angustifolia,species,taxon_matched_text,en,1684,434,181,294,True,1084
122034,Hydrangea macrophylla,species,taxon_matched_text,en,14688,8508,2101,2369,True,3159
82838,Verbascum sinuatum,species,taxon_matched_text,en,2889,1623,659,797,True,1587
54759,Laurus nobilis,species,taxon_matched_text,en,9349,7881,2590,2943,True,3733
167773,Reichardia picroides,species,taxon_matched_text,pt,2776,1211,244,412,True,1202
52287,Borago officinalis,species,text_needs_scope_review,en,7015,5168,1584,1953,True,2743
57413,Narcissus bulbocodium,species,taxon_matched_text,en,3103,1753,480,621,True,1411
82687,Erica umbellata,species,taxon_matched_text,en,2307,964,319,443,True,1233
83004,Lavandula pedunculata,species,taxon_matched_text,en,2469,943,232,352,True,1142
774894,Struthiopteris spicant,species,taxon_matched_text,en,2992,1709,317,479,True,1269
55679,Linum bienne,species,taxon_matched_text,en,2449,1261,264,386,True,1176
79141,Solanum nigrum,species,taxon_matched_text,en,11421,10560,3174,3590,True,4380
774727,Juniperus turbinata,species,taxon_matched_text,en,1823,1823,496,634,True,1424
82848,Rubia peregrina,species,taxon_matched_text,en,3473,1653,633,783,True,1573
183320,Anarrhinum bellidifolium,species,taxon_matched_text,pt,1360,1360,261,440,True,1230
450557,Thapsia villosa,species,taxon_matched_text,en,6409,5064,1735,2000,True,2790
64119,Opuntia ficus-indica,species,taxon_matched_text,en,10495,7822,2312,2715,True,3505
57278,Ailanthus altissima,species,taxon_matched_text,en,26118,25572,9164,10159,True,10949
82688,Erica arborea,species,taxon_matched_text,en,4000,2979,841,1056,True,1846
82691,Dioscorea communis,species,taxon_matched_text,en,5632,2194,643,802,True,1592
125848,Quercus pyrenaica,species,taxon_matched_text,en,2618,2140,525,681,True,1471
208322,Paronychia argentea,species,taxon_matched_text,en,2650,1256,538,707,True,1497
773660,Salix atrocinerea,species,taxon_matched_text,en,1919,644,300,425,True,1215
55757,Chelidonium majus,species,taxon_matched_text,en,8472,7453,2322,2714,True,3504
338067,Asparagus aphyllus,species,taxon_matched_text,en,488,488,47,133,True,923
56992,Lobularia maritima,species,taxon_matched_text,en,4587,3078,1277,1510,True,2300
59318,Anacamptis morio,species,taxon_matched_text,en,4933,2994,979,1236,True,2026
181594,Euphorbia characias,species,taxon_matched_text,en,3863,2469,611,796,True,1586
333950,Carlina hispanica,species,taxon_matched_text,pt,1195,1195,235,404,True,1194
537967,Bellardia viscosa,species,text_needs_scope_review,en,2308,970,208,311,True,1101
132621,Orchis mascula,species,taxon_matched_text,en,4189,4189,2013,2266,True,3056
57076,Trifolium campestre,species,taxon_matched_text,en,2243,933,358,556,True,1346
338109,Ulex minor,species,taxon_matched_text,en,1518,615,291,413,True,1203
47691,Sherardia arvensis,species,taxon_matched_text,pt,4281,1264,287,463,True,1253
51875,Trifolium pratense,species,taxon_matched_text,en,10397,6682,1891,2142,True,2932
61068,Lagurus ovatus,species,taxon_matched_text,en,2538,1339,390,529,True,1319
82616,Oenanthe crocata,species,taxon_matched_text,en,8319,6383,2396,2773,True,3563
139068,Genista tridentata,species,taxon_matched_text,pt,799,799,423,576,True,1366
52720,Dactylis glomerata,species,taxon_matched_text,en,5668,4182,1864,2124,True,2914
53104,Hypochaeris radicata,species,taxon_matched_text,en,10740,8468,2987,3350,True,4140
83012,Erophaca baetica,species,taxon_matched_text,pt,2382,1317,310,471,True,1261
61321,Lythrum salicaria,species,taxon_matched_text,en,7254,6288,2100,2470,True,3260
59055,Cyperus eragrostis,species,taxon_matched_text,en,4762,3298,1461,1700,True,2490
123616,Morella faya,species,text_needs_scope_review,en,5686,1457,417,548,True,1338
334018,Potentilla montana,species,taxon_matched_text,en,1818,607,347,502,True,1292
199324,Agapanthus praecox,species,taxon_matched_text,en,3719,2419,806,980,True,1770
119661,Lupinus angustifolius,species,taxon_matched_text,en,10304,9079,2491,2831,True,3621
56868,Crepis vesicaria,species,taxon_matched_text,en,4442,3152,367,510,True,1300
1504036,Helichrysum serotinum,species,text_needs_scope_review,es,2125,2125,1117,1376,True,2166
68007,Smyrnium olusatrum,species,taxon_matched_text,en,8623,7244,3134,3568,True,4358
337708,Lotus creticus,species,taxon_matched_text,en,2132,1629,457,590,True,1380
76949,Eriobotrya japonica,species,text_needs_scope_review,en,15547,8504,3245,3770,True,4560
55563,Bellis perennis,species,taxon_matched_text,en,5171,3989,1053,1314,True,2104
76598,Cytisus striatus,species,taxon_matched_text,en,7630,4150,1728,2052,True,2842
76363,Cistus monspeliensis,species,taxon_matched_text,en,2908,1624,352,509,True,1299
75255,Acacia saligna,species,taxon_matched_text,en,3537,2867,873,1063,True,1853
78247,Oenothera rosea,species,taxon_matched_text,en,2029,675,119,216,True,1006
1488674,Antirrhinum linkianum,species,taxon_matched_text,pt,1313,1313,271,446,True,1236
82685,Anthyllis vulneraria,species,taxon_matched_text,en,6929,5247,1766,1895,True,2685
55775,Erica cinerea,species,taxon_matched_text,en,3476,1731,518,706,True,1496
82303,Osmunda regalis,species,taxon_matched_text,en,11144,3054,1132,1359,True,2149
341026,Genista triacanthos,species,taxon_matched_text,pt,1113,1113,631,828,True,1618
59270,Misopates orontium,species,taxon_matched_text,en,1788,500,143,251,True,1041
337788,Echium rosulatum,species,taxon_matched_text,en,2089,745,361,472,True,1262
203000,Serapias lingua,species,taxon_matched_text,en,869,869,172,274,True,1064
324710,Arenaria montana,species,taxon_matched_text,en,2223,986,228,352,True,1142
55440,Lupinus luteus,species,taxon_matched_text,en,1599,1239,326,442,True,1232
982856,Alnus lusitanica,species,taxon_matched_text,en,543,543,62,157,True,947
765394,Sambucus nigra,species,taxon_matched_text,en,10602,6278,2134,2504,True,3294
59322,Orchis anthropophora,species,taxon_matched_text,en,2564,964,368,482,True,1272
55666,Veronica persica,species,taxon_matched_text,en,4537,3322,1202,1445,True,2235
82641,Helichrysum stoechas,species,taxon_matched_text,en,2117,1118,363,483,True,1273
82895,Allium roseum,species,taxon_matched_text,en,1610,1054,396,541,True,1331
57470,Cephalanthera longifolia,species,taxon_matched_text,en,5030,3327,914,1123,True,1913
82861,Anemone palmata,species,taxon_matched_text,pt,1438,1438,382,532,True,1322
82662,Campanula lusitanica,species,taxon_matched_text,en,2142,821,64,154,True,944
320929,Hakea decurrens,species,taxon_matched_text,en,2300,2300,827,980,True,1770
82922,Salvia sclareoides,species,taxon_matched_text,pt,1231,1231,232,400,True,1190
153933,Selaginella denticulata,species,taxon_matched_text,en,1219,1219,229,338,True,1128
57635,Hyacinthoides hispanica,species,taxon_matched_text,en,1679,1679,395,523,True,1313
59417,Trifolium stellatum,species,taxon_matched_text,en,1650,389,138,234,True,1024
1197768,Cistus calycinus,species,text_needs_scope_review,es,1687,1687,826,1008,True,1798
82647,Cladanthus mixtus,species,taxon_matched_text,en,1356,1356,559,706,True,1496
52989,Cirsium vulgare,species,taxon_matched_text,en,5824,4505,1071,1262,True,2052
55885,Lonicera periclymenum,species,taxon_matched_text,en,2486,1628,594,757,True,1547
633980,Pallenis spinosa,species,taxon_matched_text,en,2053,816,299,414,True,1204
50298,Fragaria vesca,species,taxon_matched_text,en,9308,7593,1838,2240,True,3030
82664,Lonicera implexa,species,taxon_matched_text,en,2129,789,204,311,True,1101
68838,Mercurialis annua,species,taxon_matched_text,en,10925,8103,3347,3752,True,4542
346413,Polypodium cambricum,species,taxon_matched_text,en,1166,1166,418,559,True,1349
82663,Campanula rapunculus,species,taxon_matched_text,en,3926,2644,895,1095,True,1885
558376,Aeonium glutinosum,species,taxon_matched_text,en,2065,723,255,361,True,1151
61906,Helminthotheca echioides,species,taxon_matched_text,en,6482,6117,2321,2737,True,3527
163974,Hypericum humifusum,species,taxon_matched_text,en,1907,645,212,320,True,1110
55854,Datura stramonium,species,taxon_matched_text,en,16667,12411,4535,4973,True,5763
82742,Ceratonia siliqua,species,text_needs_scope_review,en,17289,13453,4546,5115,True,5905
82591,Asplenium ceterach,species,taxon_matched_text,en,3840,3840,1214,1483,True,2273
210572,Crocus serotinus,species,taxon_matched_text,en,1530,225,40,126,True,916
338636,Genista hirsuta,species,taxon_matched_text,pt,1322,1322,349,488,True,1278
1454328,Sphaeropteris cooperi,species,taxon_matched_text,en,3861,1879,454,605,True,1395
82631,Phagnalon saxatile,species,taxon_matched_text,en,1534,301,32,119,True,909
82907,Asparagus albus,species,taxon_matched_text,en,904,904,98,192,True,982
84281,Clinopodium vulgare,species,taxon_matched_text,en,2465,1225,365,498,True,1288
493202,Clinopodium nepeta,species,taxon_matched_text,en,7334,2565,658,812,True,1602
326752,Corema album,species,taxon_matched_text,en,3142,1937,1033,1281,True,2071
133287,Solanum mauritianum,species,taxon_matched_text,en,5149,3198,1296,1555,True,2345
321609,Sedum hirsutum,species,taxon_matched_text,pt,1264,1264,292,450,True,1240
52796,Hordeum murinum,species,taxon_matched_text,en,6149,3133,976,1180,True,1970
53151,Medicago polymorpha,species,taxon_matched_text,en,3077,1737,701,874,True,1664
55505,Allium triquetrum,species,taxon_matched_text,en,2364,2364,399,531,True,1321
168639,Scirpoides holoschoenus,species,taxon_matched_text,en,1720,369,130,232,True,1022
55828,Lamium maculatum,species,taxon_matched_text,en,3395,2170,900,1086,True,1876
77365,Heliotropium europaeum,species,taxon_matched_text,en,1950,567,176,297,True,1087
57723,Echium candicans,species,taxon_matched_text,en,3108,2468,898,1091,True,1881
82906,Asphodelus ramosus,species,taxon_matched_text,en,2957,1761,448,587,True,1377
57036,Euphorbia peplus,species,taxon_matched_text,en,2770,1682,429,598,True,1388
81518,Aloe arborescens,species,taxon_matched_text,en,3638,1624,605,744,True,1534
153440,Cercis siliquastrum,species,taxon_matched_text,en,3861,3307,1135,1450,True,2240
55918,Papaver dubium,species,taxon_matched_text,en,2189,994,295,398,True,1188
59361,Urospermum picroides,species,taxon_matched_text,en,1885,547,193,281,True,1071
342069,Echium nervosum,species,taxon_matched_text,en,1150,561,101,200,True,990
168763,Selaginella kraussiana,species,taxon_matched_text,en,2983,1873,508,648,True,1438
76238,Chamaemelum fuscatum,species,taxon_matched_text,en,1892,591,172,273,True,1063
638337,Serapias strictiflora,species,text_needs_scope_review,es,1819,1819,908,1110,True,1900
53211,Senecio vulgaris,species,taxon_matched_text,en,14866,14584,3152,3599,True,4389
1467819,Lysimachia loeflingii,species,text_needs_scope_review,en,1844,1844,821,981,True,1771
60982,Cakile maritima,species,taxon_matched_text,en,5127,4373,892,1104,True,1894
75609,Asplenium trichomanes,species,taxon_matched_text,en,4966,3373,1690,1905,True,2695
169309,Stachys arvensis,species,taxon_matched_text,en,3015,1223,551,697,True,1487
62498,Jacobaea vulgaris,species,taxon_matched_text,en,13572,9484,3362,3873,True,4663
53856,Ilex aquifolium,species,taxon_matched_text,en,16968,12896,3752,4280,True,5070
57563,Cynara cardunculus,species,taxon_matched_text,pt,6721,1054,489,658,True,1448
53059,Galium aparine,species,taxon_matched_text,en,11027,5213,1566,1851,True,2641
82629,Pulicaria odora,species,taxon_matched_text,en,1668,316,61,147,True,937
71173,Gladiolus illyricus,species,taxon_matched_text,en,2179,847,103,201,True,991
55935,Bryonia cretica,species,taxon_matched_text,en,723,723,202,315,True,1105
82867,Plantago lagopus,species,taxon_matched_text,en,2634,392,145,241,True,1031
48538,Cytisus scoparius,species,taxon_matched_text,en,7141,6770,1909,2202,True,2992
48208,Clethra arborea,species,taxon_matched_text,en,2289,996,253,360,True,1150
338417,Simethis mattiazzi,species,text_needs_scope_review,en,1804,1804,569,700,True,1490
56292,Euphorbia helioscopia,species,taxon_matched_text,en,3319,2216,413,583,True,1373
122905,Metrosideros excelsa,species,taxon_matched_text,pt,8120,626,300,436,True,1226
771694,Erica azorica,species,taxon_matched_text,en,1415,510,75,169,True,959
59940,Romulea bulbocodium,species,taxon_matched_text,en,416,416,148,269,True,1059
418607,Laurus novocanariensis,species,taxon_matched_text,en,2196,1191,633,804,True,1594
79429,Trifolium resupinatum,species,taxon_matched_text,en,3389,582,194,308,True,1098
132759,Chamaerops humilis,species,taxon_matched_text,es,9077,2211,1166,1431,True,2221
204343,Linaria spartea,species,taxon_matched_text,pt,1222,1222,288,465,True,1255
54498,Beta vulgaris,species,taxon_matched_text,en,10148,9303,3825,4373,True,5163
55703,Lunularia cruciata,species,taxon_matched_text,pt,5300,2368,1241,1435,True,2225
56162,Malva sylvestris,species,taxon_matched_text,en,9134,7829,1909,2255,True,3045
55972,Frangula alnus,species,taxon_matched_text,en,6854,5467,1891,2202,True,2992
64114,Ageratina adenophora,species,taxon_matched_text,en,4931,2252,778,975,True,1765
79025,Sedum album,species,taxon_matched_text,en,4456,1585,442,584,True,1374
82914,Stachys ocymastrum,species,taxon_matched_text,en,1621,315,54,143,True,933
333982,Erica australis,species,taxon_matched_text,en,2211,800,186,298,True,1088
75250,Acacia mearnsii,species,taxon_matched_text,en,10226,5055,1844,2153,True,2943
336677,Solanum chenopodioides,species,taxon_matched_text,en,1623,376,54,141,True,931
61396,Origanum vulgare,species,text_needs_scope_review,en,8328,7086,2547,2905,True,3695
338460,Suaeda vera,species,taxon_matched_text,en,5105,4266,1516,1728,True,2518
82967,Rumex bucephalophorus,species,taxon_matched_text,en,2885,1344,599,750,True,1540
82669,Silene colorata,species,taxon_matched_text,en,1405,302,35,129,True,919
52586,Silybum marianum,species,taxon_matched_text,en,7485,6116,1828,2129,True,2919
702805,Malva trimestris,species,taxon_matched_text,en,3472,965,201,303,True,1093
71162,Gladiolus italicus,species,taxon_matched_text,en,1061,1061,162,247,True,1037
342054,Matthiola maderensis,species,taxon_matched_text,en,1999,416,84,183,True,973
82741,Lathyrus clymenum,species,taxon_matched_text,en,2752,1387,472,623,True,1413
82876,Phillyrea latifolia,species,taxon_matched_text,en,5100,3749,53,139,True,929
338060,Anacyclus radiatus,species,taxon_matched_text,en,1712,454,80,166,True,956
803979,Phelipanche nana,species,taxon_matched_text,en,299,299,17,105,True,895
58991,Portulaca oleracea,species,taxon_matched_text,en,14526,8175,2740,3139,True,3929
133164,Linaria triornithophora,species,taxon_matched_text,en,1554,227,29,120,True,910
338095,Silene scabriflora,species,taxon_matched_text,pt,1337,1337,315,468,True,1258
320779,Phlomis purpurea,species,taxon_matched_text,pt,1283,1283,247,425,True,1215
57116,Mentha pulegium,species,taxon_matched_text,en,11326,7112,2794,3231,True,4021
82943,Quercus lusitanica,species,taxon_matched_text,en,2503,1994,423,569,True,1359
963701,Ononis ramosissima,species,taxon_matched_text,pt,1294,1294,309,461,True,1251
738855,Cistus lasianthus,species,taxon_matched_text,en,965,965,137,233,True,1023
146853,Euphorbia paralias,species,taxon_matched_text,en,1629,1217,401,517,True,1307
54050,Crepis capillaris,species,taxon_matched_text,en,3589,1147,156,252,True,1042
49143,Strelitzia reginae,species,taxon_matched_text,en,3992,3202,1046,1240,True,2030
52973,Cerastium glomeratum,species,taxon_matched_text,en,1942,1486,493,679,True,1469
76904,Erigeron bonariensis,species,taxon_matched_text,en,2660,2660,464,641,True,1431
76449,Coronilla valentina,species,taxon_matched_text,en,954,954,192,289,True,1079
82671,Atriplex halimus,species,taxon_matched_text,en,3747,2549,572,753,True,1543
342019,Armeria pungens,species,taxon_matched_text,en,2135,783,307,436,True,1226
164834,Lotus pedunculatus,species,taxon_matched_text,en,3053,1431,375,515,True,1305
219151,Aristolochia baetica,species,taxon_matched_text,en,1866,591,97,197,True,987
58300,Punica granatum,species,text_needs_scope_review,en,19496,16729,4144,4747,True,5537
71147,Cryptomeria japonica,species,taxon_matched_text,pt,10407,4254,1827,2138,True,2928
129075,Fumaria muralis,species,taxon_matched_text,en,3631,2381,1256,1482,True,2272
53168,Oxalis corniculata,species,taxon_matched_text,en,8408,6543,2383,2771,True,3561
170339,Woodwardia radicans,species,taxon_matched_text,en,3423,1738,574,748,True,1538
56088,Robinia pseudoacacia,species,taxon_matched_text,en,13049,12077,5502,6214,True,7004
77541,Jacaranda mimosifolia,species,taxon_matched_text,en,7671,5620,2385,2768,True,3558
211282,Gennaria diphylla,species,taxon_matched_text,en,1410,1410,293,405,True,1195
164139,Iris xiphium,species,taxon_matched_text,en,2931,1445,450,634,True,1424
204321,Ficaria verna,species,taxon_matched_text,en,10867,10867,3249,3759,True,4549
78579,Phytolacca heterotepala,species,taxon_matched_text,en,1585,305,58,149,True,939
53298,Stellaria media,species,taxon_matched_text,en,5380,4421,1376,1649,True,2439
48229,Ranunculus repens,species,taxon_matched_text,en,6908,2038,722,898,True,1688
75429,Anchusa azurea,species,taxon_matched_text,en,2292,1052,244,358,True,1148
122410,Acis autumnalis,species,taxon_matched_text,en,1821,1821,525,668,True,1458
47602,Taraxacum officinale,species,taxon_matched_text,en,15962,13356,3921,4539,True,5329
59336,Ophrys bombyliflora,species,taxon_matched_text,en,989,989,171,274,True,1064
119791,Acer pseudoplatanus,species,taxon_matched_text,en,20642,15220,5149,5680,True,6470
319120,Cynoglossum creticum,species,taxon_matched_text,en,2190,730,61,165,True,955
986419,Polypodium macaronesicum,species,taxonomy_only,,0,0,0,43,False,833
82891,Lythrum junceum,species,taxon_matched_text,en,1852,641,132,229,True,1019
53326,Vinca major,species,taxon_matched_text,en,2605,2005,795,1012,True,1802
335858,Crucianella maritima,species,taxon_matched_text,pt,1268,1268,266,447,True,1237
